751,IH 35 SVRD / KOENIG LN SVRD,DESIRED,,,LOC16-002910,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,5996,IH 35 SVRD,,921, KOENIG LN SVRD,,5161165,11/2/2021 22:21,OFFLINE,9/11/2019 5:00,,https://cctv.austinmobility.io/image/751.jpg,None Identified,5d796ef3f4e64d00151cbef1,POINT (-97.707489 30.3214207)
221, 51ST ST / 35 SVRD,REMOVED,,Sarix,LOC16-003235,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1000, 51ST ST,,5100,IH 35 SVRD,,5160817,9/19/2021 18:17,ONLINE,2/2/2018 15:30,,https://cctv.austinmobility.io/image/221.jpg,None Identified,582a419d5e304c982be5c434,POINT (-97.7113037 30.3101578)
334, CAMERON RD / 53RD ST,TURNED_ON,6/18/2018,Advidia,LOC16-004960,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,5300, CAMERON RD,,1108, 53RD ST,,5161146,9/19/2021 18:17,ONLINE,5/31/2021 8:35,,https://cctv.austinmobility.io/image/334.jpg,1/4 Cent,591a109f20eacf2d16669b4c,POINT (-97.70809936 30.31062051)
335, 51ST ST / CAMERON RD,TURNED_ON,2/13/2018,Advidia,LOC16-003230,,NORTHEAST,"9, 4",AUSTIN FULL PURPOSE,ROADWAY,,,1051, 51ST ST,,5101, CAMERON RD,,5160982,9/19/2021 18:17,ONLINE,10/14/2020 8:35,,https://cctv.austinmobility.io/image/335.jpg,1/4 Cent,591a109f20eacf2d16669b4e,POINT (-97.7097549 30.3091068)
549, BARBARA JORDAN BLVD / LANCASTER DR,TURNED_ON,3/10/2018,Advidia,LOC16-002870,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1301, BARBARA JORDAN BLVD,,5000, LANCASTER DR,,5161212,12/3/2021 9:45,ONLINE,12/3/2021 9:35,,https://cctv.austinmobility.io/image/549.jpg,None Identified,5a96f40a6c100a14a0b8e807,POINT (-97.707489 30.3059559)
653, 51ST ST / LANCASTER CT,DESIRED,,,LOC16-002745,,NORTHEAST,"4, 9",AUSTIN FULL PURPOSE,ROADWAY,,,1200, 51ST ST,,5100, LANCASTER CT,,5161312,11/2/2021 22:14,OFFLINE,7/30/2019 5:00,,https://cctv.austinmobility.io/image/653.jpg,None Identified,5d403524bb7759001081c53d,POINT (-97.7064896 30.3075066)
112, AIRPORT BLVD / 45TH ST,TURNED_ON,7/17/2019,Advidia,LOC16-000840,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,4506, AIRPORT BLVD,,1028, 45TH ST,,5160322,9/19/2021 18:17,ONLINE,2/27/2018 15:30,,https://cctv.austinmobility.io/image/112.jpg,None Identified,582a41a05e304c982be5c50e,POINT (-97.7159805 30.3036251)
77, RED RIVER ST / 38TH HALF ST,TURNED_ON,,Sarix,LOC16-000335,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3808, RED RIVER ST,,800, 38TH HALF ST,,5159542,9/19/2021 18:17,ONLINE,4/13/2021 8:35,,https://cctv.austinmobility.io/image/77.jpg,,582a41a05e304c982be5c554,POINT (-97.7231445 30.2965431)
76, 38TH HALF ST / 35 SVRD,TURNED_ON,,Advidia,LOC16-000315,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1014, 38TH HALF ST,,3820,IH 35 SVRD,,5159923,10/16/2021 8:46,ONLINE,10/16/2021 8:35,,https://cctv.austinmobility.io/image/76.jpg,None Identified,582a41a05e304c982be5c556,POINT (-97.7197723 30.294981)
600,IH 35 SVRD / N IH 35 SVRD SB AT 41ST TRN,TURNED_ON,10/17/2019,Advidia,LOC16-004745,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,4107,IH 35 SVRD,,, N IH 35 SVRD SB AT 41ST TRN,,5160243,9/19/2021 18:17,ONLINE,4/14/2021 8:35,,https://cctv.austinmobility.io/image/600.jpg,None Identified,5c9cf00e808a59378a19f461,POINT (-97.7170486 30.2985783)
601, 38TH HALF ST / LAFAYETTE AVE,DESIRED,,,LOC16-005620,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1300, 38TH HALF ST,,3700, LAFAYETTE AVE,,5160307,9/19/2021 18:17,OFFLINE,3/28/2019 5:00,,https://cctv.austinmobility.io/image/601.jpg,None Identified,5c9cf036175dfb2f4feb6742,POINT (-97.7164239 30.293259)
662, RED RIVER ST / 41ST ST,DESIRED,,,LOC16-000310,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,4100, RED RIVER ST,,900, 41ST ST,,5159617,11/2/2021 22:03,OFFLINE,7/30/2019 5:00,,https://cctv.austinmobility.io/image/662.jpg,None Identified,5d4038974de07400114de544,POINT (-97.7223892 30.2996826)
820, 38TH HALF ST / 35 SVRD,TURNED_ON,,Advidia,LOC16-000355,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1100, 38TH HALF ST,,3500,IH 35 SVRD,,5159970,10/16/2021 8:46,OFFLINE,10/16/2021 8:36,,https://cctv.austinmobility.io/image/820.jpg,None Identified,5f8da89d4e4035067602f2a6,POINT (-97.7193832 30.2947578)
287,IH 35 SVRD / 32ND ST,REMOVED,,,LOC16-004800,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3109,IH 35 SVRD,,1034, 32ND ST,,5159577,9/19/2021 18:17,OFFLINE,12/28/2018 9:35,,https://cctv.austinmobility.io/image/287.jpg,None Identified,582a419a5e304c982be5c3b0,POINT (-97.723053 30.2890625)
286,IH 35 SVRD / 32ND ST,TURNED_ON,8/9/2017,Advidia,LOC16-004800,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3109,IH 35 SVRD,,1034, 32ND ST,,5159577,9/19/2021 18:17,ONLINE,4/14/2021 8:35,,https://cctv.austinmobility.io/image/286.jpg,None Identified,582a419a5e304c982be5c3b2,POINT (-97.723053 30.2890625)
78, DEAN KEETON ST / RED RIVER ST,TURNED_ON,,Sarix,LOC16-000345,,CENTRAL,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,928, DEAN KEETON ST,,2200, RED RIVER ST,,5159198,9/19/2021 18:17,ONLINE,4/13/2021 8:35,,https://cctv.austinmobility.io/image/78.jpg,,582a41a05e304c982be5c552,POINT (-97.7267456 30.2871666)
589,IH 35 SVRD / 32ND ST,TURNED_ON,2/1/2019,Axis,LOC16-004805,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3008,IH 35 SVRD,,1032, 32ND ST,,5159525,12/7/2021 9:46,OFFLINE,12/7/2021 9:35,,https://cctv.austinmobility.io/image/589.jpg,None Identified,5c8c3006ded9763156b2b9ba,POINT (-97.7234573 30.289299)
663, RED RIVER ST / 32ND ST,DESIRED,,,LOC16-000330,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3100, RED RIVER ST,,902, 32ND ST,,5159140,11/2/2021 22:03,OFFLINE,7/30/2019 5:00,,https://cctv.austinmobility.io/image/663.jpg,None Identified,5d40390a724d190010c7bfd2,POINT (-97.72715 30.2910519)
802, RED RIVER ST / LUTHER LN,TURNED_ON,6/1/2020,Advidia,LOC16-005625,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3400, RED RIVER ST,,900, LUTHER LN,,5159335,9/19/2021 18:17,OFFLINE,6/1/2020 5:00,,https://cctv.austinmobility.io/image/802.jpg,None Identified,5ed53cdf6152ab00174b954b,POINT (-97.725307 30.293452)
405, DEAN KEETON ST / MEDICAL ARTS ST,TURNED_ON,8/15/2017,Advidia,LOC16-000320,,CENTRAL,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,818, DEAN KEETON ST,,2900, MEDICAL ARTS ST,,5158913,9/19/2021 18:17,ONLINE,4/14/2021 8:35,,https://cctv.austinmobility.io/image/405.jpg,1/4 Cent,591a10a120eacf2d16669bda,POINT (-97.7291336 30.2883301)
224, MC NEIL RD / HOWARD LN,TURNED_ON,,Sarix,LOC16-003290,,NORTHWEST,6,AUSTIN LTD,ROADWAY,,,13600, MC NEIL RD,,5001, HOWARD LN,,5158796,9/19/2021 18:17,OFFLINE,4/5/2020 8:35,,https://cctv.austinmobility.io/image/224.jpg,None Identified,582a419d5e304c982be5c42e,POINT (-97.7255859 30.4490528)
79, RED RIVER ST / CLYDE LITTLEFIELD DR,TURNED_ON,8/3/2017,Spectra Enhanced,LOC16-000350,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,2000, RED RIVER ST,,700, CLYDE LITTLEFIELD DR,,5159062,1/20/2022 20:39,ONLINE,12/3/2021 9:30,,https://cctv.austinmobility.io/image/79.jpg,None Identified,582a41a05e304c982be5c550,POINT (-97.7279663 30.2832279)
1286, ROBERT DEDMAN DR / DELOSS DODDS WAY,TURNED_ON,12/16/2021,Advidia,LOC21-017340,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,2200, ROBERT DEDMAN DR,,500, DELOSS DODDS WAY,,5158699,12/16/2021 18:40,OFFLINE,12/16/2021 6:00,,https://cctv.austinmobility.io/image/1286.jpg,None Identified,61bb88388fdab8001e8ee95c,POINT (-97.730733 30.285025)
74, DEAN KEETON ST / SAN JACINTO BLVD,TURNED_ON,,Advidia,LOC16-000265,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, DEAN KEETON ST,,2600, SAN JACINTO BLVD,,5158159,9/19/2021 18:17,ONLINE,8/31/2021 8:35,,https://cctv.austinmobility.io/image/74.jpg,,582a41a05e304c982be5c55a,POINT (-97.7346115 30.2893162)
406, DEAN KEETON ST / SPEEDWAY ,TURNED_ON,2/6/2018,Advidia,LOC16-000270,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, DEAN KEETON ST,,2400, SPEEDWAY ,,5157794,9/19/2021 18:17,ONLINE,2/7/2018 15:30,,https://cctv.austinmobility.io/image/406.jpg,1/4 Cent,591a10a120eacf2d16669bdc,POINT (-97.7368088 30.2894573)
407, DEAN KEETON ST / WICHITA ST,TURNED_ON,6/7/2018,Advidia,LOC16-000260,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, DEAN KEETON ST,,2600, WICHITA ST,,5157607,9/19/2021 18:17,ONLINE,6/8/2018 8:30,,https://cctv.austinmobility.io/image/407.jpg,1/4 Cent,591a10a120eacf2d16669bde,POINT (-97.7379913 30.2895603)
70, DEAN KEETON ST / GUADALUPE ST,TURNED_ON,,Advidia,LOC16-000200,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, DEAN KEETON ST,,2520, GUADALUPE ST,,5157120,11/2/2021 8:45,ONLINE,11/2/2021 8:35,,https://cctv.austinmobility.io/image/70.jpg,None Identified,582a41a05e304c982be5c562,POINT (-97.7413559 30.289814)
69, GUADALUPE ST / 24TH ST,TURNED_ON,,Sarix,LOC16-000195,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2400, GUADALUPE ST,,401, 24TH ST,,5157100,12/22/2021 9:45,OFFLINE,12/19/2021 9:35,,https://cctv.austinmobility.io/image/69.jpg,None Identified,582a41a05e304c982be5c564,POINT (-97.7415466 30.2877197)
408, DEAN KEETON ST / UNIVERSITY AVE,TURNED_ON,3/13/2018,Advidia,LOC16-000305,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, DEAN KEETON ST,,2600, UNIVERSITY AVE,,5157439,9/19/2021 18:17,ONLINE,8/27/2021 8:35,,https://cctv.austinmobility.io/image/408.jpg,1/4 Cent,591a10a220eacf2d16669be0,POINT (-97.7390747 30.2896271)
409, DEAN KEETON ST / WHITIS AVE,TURNED_ON,6/7/2018,Advidia,LOC16-000325,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, DEAN KEETON ST,,2600, WHITIS AVE,,5157276,9/19/2021 18:17,ONLINE,6/8/2018 8:30,,https://cctv.austinmobility.io/image/409.jpg,1/4 Cent,591a10a220eacf2d16669be2,POINT (-97.7402496 30.2897549)
816, GUADALUPE ST / 26TH ST,TURNED_ON,,Advidia,LOC16-000205,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2520, GUADALUPE ST,,401, 26TH ST,,5157124,11/3/2021 8:45,ONLINE,11/3/2021 8:35,,https://cctv.austinmobility.io/image/816.jpg,None Identified,5f8da89c4e4035067602f283,POINT (-97.7412796 30.2904701)
785, GUADALUPE ST / WEST MALL UT  (UT CROSSWALK),TURNED_ON,9/30/2019,Advidia,LOC16-000190,UT CROSSWALK,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2200, GUADALUPE ST,,1, WEST MALL UT ,,5157078,11/3/2021 8:45,ONLINE,11/3/2021 8:35,,https://cctv.austinmobility.io/image/785.jpg,None Identified,5d937a9c45006400105b969f,POINT (-97.7417374 30.2858925)
